district,amphoe,province,zipcode,district_code,amphoe_code,province_code
บ้านยาง,วัดโบสถ์,พิษณุโลก,65160,650704,6507,65
วัดโบสถ์,วัดโบสถ์,พิษณุโลก,65160,650701,6507,65
หินลาด,วัดโบสถ์,พิษณุโลก,65160,650705,6507,65
ชมพู,เนินมะปราง,พิษณุโลก,65190,650899,6509,65
บ้านน้อยซุ้มขี้เหล็ก,เนินมะปราง,พิษณุโลก,65190,650895,6509,65
บ้านมุง,เนินมะปราง,พิษณุโลก,65190,650898,6509,65
วังยาง,เนินมะปราง,พิษณุโลก,65190,650907,6509,65
วังโพรง,เนินมะปราง,พิษณุโลก,65190,650896,6509,65
เนินมะปราง,เนินมะปราง,พิษณุโลก,65190,650906,6509,65
ไทรย้อย,เนินมะปราง,พิษณุโลก,65190,650897,6509,65
งิ้วงาม,เมืองพิษณุโลก,พิษณุโลก,65230,650120,6501,65
จอมทอง,เมืองพิษณุโลก,พิษณุโลก,65000,650112,6501,65
ดอนทอง,เมืองพิษณุโลก,พิษณุโลก,65000,650108,6501,65
ท่าทอง,เมืองพิษณุโลก,พิษณุโลก,65000,650105,6501,65
ท่าโพธิ์,เมืองพิษณุโลก,พิษณุโลก,65000,650106,6501,65
บึงพระ,เมืองพิษณุโลก,พิษณุโลก,65000,650118,6501,65
บ้านกร่าง,เมืองพิษณุโลก,พิษณุโลก,65000,650113,6501,65
บ้านคลอง,เมืองพิษณุโลก,พิษณุโลก,65000,650114,6501,65
บ้านป่า,เมืองพิษณุโลก,พิษณุโลก,65000,650109,6501,65
ปากโทก,เมืองพิษณุโลก,พิษณุโลก,65000,650110,6501,65
พลายชุมพล,เมืองพิษณุโลก,พิษณุโลก,65000,650115,6501,65
มะขามสูง,เมืองพิษณุโลก,พิษณุโลก,65000,650116,6501,65
วังน้ำคู้,เมืองพิษณุโลก,พิษณุโลก,65230,650102,6501,65
วัดจันทร์,เมืองพิษณุโลก,พิษณุโลก,65000,650103,6501,65
วัดพริก,เมืองพิษณุโลก,พิษณุโลก,65230,650104,6501,65
สมอแข,เมืองพิษณุโลก,พิษณุโลก,65000,650107,6501,65
หัวรอ,เมืองพิษณุโลก,พิษณุโลก,65000,650111,6501,65
อรัญญิก,เมืองพิษณุโลก,พิษณุโลก,65000,650117,6501,65
ในเมือง,เมืองพิษณุโลก,พิษณุโลก,65000,650101,6501,65
ไผ่ขอดอน,เมืองพิษณุโลก,พิษณุโลก,65000,650119,6501,65
กมลา,กะทู้,ภูเก็ต,83120,830203,8302,83
กะทู้,กะทู้,ภูเก็ต,83120,830201,8302,83
ป่าตอง,กะทู้,ภูเก็ต,83150,830202,8302,83
ป่าคลอก,ถลาง,ภูเก็ต,83110,830304,8303,83
ศรีสุนทร,ถลาง,ภูเก็ต,83110,830302,8303,83
สาคู,ถลาง,ภูเก็ต,83110,830306,8303,83
เชิงทะเล,ถลาง,ภูเก็ต,83110,830303,8303,83
เทพกระษัตรี,ถลาง,ภูเก็ต,83110,830301,8303,83
ไม้ขาว,ถลาง,ภูเก็ต,83110,830305,8303,83
กะรน,เมืองภูเก็ต,ภูเก็ต,83100,830108,8301,83
ฉลอง,เมืองภูเก็ต,ภูเก็ต,83000,830106,8301,83
ฉลอง,เมืองภูเก็ต,ภูเก็ต,83130,830106,8301,83
ตลาดเหนือ,เมืองภูเก็ต,ภูเก็ต,83000,830102,8301,83
ตลาดใหญ่,เมืองภูเก็ต,ภูเก็ต,83000,830101,8301,83
รัษฎา,เมืองภูเก็ต,ภูเก็ต,83000,830104,8301,83
ราไวย์,เมืองภูเก็ต,ภูเก็ต,83100,830107,8301,83
ราไวย์,เมืองภูเก็ต,ภูเก็ต,83130,830107,8301,83
วิชิต,เมืองภูเก็ต,ภูเก็ต,83000,830105,8301,83
เกาะแก้ว,เมืองภูเก็ต,ภูเก็ต,83000,830103,8301,83
กุดใส้จ่อ,กันทรวิชัย,มหาสารคาม,44150,440409,4404,44
ขามเฒ่าพัฒนา,กันทรวิชัย,มหาสารคาม,44150,440410,4404,44
ขามเรียง,กันทรวิชัย,มหาสารคาม,44150,440406,4404,44
คันธารราษฎร์,กันทรวิชัย,มหาสารคาม,44150,440402,4404,44
ท่าขอนยาง,กันทรวิชัย,มหาสารคาม,44150,440404,4404,44
นาสีนวน,กันทรวิชัย,มหาสารคาม,44150,440405,4404,44
มะค่า,กันทรวิชัย,มหาสารคาม,44150,440403,4404,44
ศรีสุข,กันทรวิชัย,มหาสารคาม,44150,440408,4404,44
เขวาใหญ่,กันทรวิชัย,มหาสารคาม,44150,440407,4404,44
โคกพระ,กันทรวิชัย,มหาสารคาม,44150,440401,4404,44
กุดรัง,กุดรัง,มหาสารคาม,44130,440603,4412,44
นาโพธิ์,กุดรัง,มหาสารคาม,44130,440612,4412,44
หนองแวง,กุดรัง,มหาสารคาม,44130,440614,4412,44
ห้วยเตย,กุดรัง,มหาสารคาม,44130,440617,4412,44
เลิงแฝก,กุดรัง,มหาสารคาม,44130,440609,4412,44
กุดปลาดุก,ชื่นชม,มหาสารคาม,44160,440509,4413,44
ชื่นชม,ชื่นชม,มหาสารคาม,44160,440502,4413,44
หนองกุง,ชื่นชม,มหาสารคาม,44160,440204,4413,44
เหล่าดอกไม้,ชื่นชม,มหาสารคาม,44160,440504,4413,44
กู่สันตรัตน์,นาดูน,มหาสารคาม,44180,441008,4410,44
ดงดวน,นาดูน,มหาสารคาม,44180,441005,4410,44
ดงบัง,นาดูน,มหาสารคาม,44180,441004,4410,44
ดงยาง,นาดูน,มหาสารคาม,44180,441007,4410,44
นาดูน,นาดูน,มหาสารคาม,44180,440998,4410,44
พระธาตุ,นาดูน,มหาสารคาม,44180,441009,4410,44
หนองคู,นาดูน,มหาสารคาม,44180,440999,4410,44
หนองไผ่,นาดูน,มหาสารคาม,44180,440997,4410,44
หัวดง,นาดูน,มหาสารคาม,44180,441006,4410,44
นาเชือก,นาเชือก,มหาสารคาม,44170,440701,4407,44
ปอพาน,นาเชือก,มหาสารคาม,44170,440706,4407,44
สันป่าตอง,นาเชือก,มหาสารคาม,44170,440710,4407,44
สำโรง,นาเชือก,มหาสารคาม,44170,440702,4407,44
หนองกุง,นาเชือก,มหาสารคาม,44170,440204,4407,44
หนองเม็ก,นาเชือก,มหาสารคาม,44170,440707,4407,44
หนองเรือ,นาเชือก,มหาสารคาม,44170,440708,4407,44
หนองแดง,นาเชือก,มหาสารคาม,44170,440703,4407,44
หนองโพธิ์,นาเชือก,มหาสารคาม,44170,440705,4407,44
เขวาไร่,นาเชือก,มหาสารคาม,44170,440304,4407,44
กำพี้,บรบือ,มหาสารคาม,44130,440606,4406,44
ดอนงัว,บรบือ,มหาสารคาม,44130,440620,4406,44
บรบือ,บรบือ,มหาสารคาม,44130,440601,4406,44
บัวมาศ,บรบือ,มหาสารคาม,44130,440611,4406,44
บ่อใหญ่,บรบือ,มหาสารคาม,44130,440602,4406,44
ยาง,บรบือ,มหาสารคาม,44130,440616,4406,44
วังใหม่,บรบือ,มหาสารคาม,44130,440615,4406,44
วังไชย,บรบือ,มหาสารคาม,44130,440604,4406,44
หนองคูขาด,บรบือ,มหาสารคาม,44130,440613,4406,44
หนองจิก,บรบือ,มหาสารคาม,44130,440610,4406,44
หนองม่วง,บรบือ,มหาสารคาม,44130,440605,4406,44
หนองสิม,บรบือ,มหาสารคาม,44130,440618,4406,44
หนองโก,บรบือ,มหาสารคาม,44130,440619,4406,44
โนนราษี,บรบือ,มหาสารคาม,44130,440607,4406,44
โนนแดง,บรบือ,มหาสารคาม,44130,440608,4406,44
ก้ามปู,พยัคฆภูมิพิสัย,มหาสารคาม,44110,440802,4408,44
นาสีนวล,พยัคฆภูมิพิสัย,มหาสารคาม,44110,440805,4408,44
ปะหลาน,พยัคฆภูมิพิสัย,มหาสารคาม,44110,440801,4408,44
ภารแอ่น,พยัคฆภูมิพิสัย,มหาสารคาม,44110,440820,4408,44
ราษฎร์พัฒนา,พยัคฆภูมิพิสัย,มหาสารคาม,44110,440818,4408,44
ราษฎร์เจริญ,พยัคฆภูมิพิสัย,มหาสารคาม,44110,440809,4408,44
ลานสะแก,พยัคฆภูมิพิสัย,มหาสารคาม,44110,440815,4408,44
หนองบัว,พยัคฆภูมิพิสัย,มหาสารคาม,44110,440308,4408,44
หนองบัวแก้ว,พยัคฆภูมิพิสัย,มหาสารคาม,44110,440810,4408,44
เมืองเตา,พยัคฆภูมิพิสัย,มหาสารคาม,44110,440812,4408,44
เมืองเสือ,พยัคฆภูมิพิสัย,มหาสารคาม,44110,440819,4408,44
เม็กดำ,พยัคฆภูมิพิสัย,มหาสารคาม,44110,440804,4408,44
เวียงชัย,พยัคฆภูมิพิสัย,มหาสารคาม,44110,440816,4408,44
เวียงสะอาด,พยัคฆภูมิพิสัย,มหาสารคาม,44110,440803,4408,44
ขามเรียน,ยางสีสุราช,มหาสารคาม,44210,440808,4411,44
ดงเมือง,ยางสีสุราช,มหาสารคาม,44210,440806,4411,44
นาภู,ยางสีสุราช,มหาสารคาม,44210,440811,4411,44
บ้านกู่,ยางสีสุราช,มหาสารคาม,44210,440813,4411,44
ยางสีสุราช,ยางสีสุราช,มหาสารคาม,44210,440814,4411,44
หนองบัวสันตุ,ยางสีสุราช,มหาสารคาม,44210,441107,4411,44
แวงดง,ยางสีสุราช,มหาสารคาม,44210,440807,4411,44
ขามป้อม,วาปีปทุม,มหาสารคาม,44120,440902,4409,44
งัวบา,วาปีปทุม,มหาสารคาม,44120,440908,4409,44
ดงใหญ่,วาปีปทุม,มหาสารคาม,44120,440904,4409,44
นาข่า,วาปีปทุม,มหาสารคาม,44120,440909,4409,44
บ้านหวาย,วาปีปทุม,มหาสารคาม,44120,440910,4409,44
ประชาพัฒนา,วาปีปทุม,มหาสารคาม,44120,440912,4409,44
หนองทุ่ม,วาปีปทุม,มหาสารคาม,44120,440913,4409,44
หนองแสง,วาปีปทุม,มหาสารคาม,44120,440901,4409,44
หนองแสน,วาปีปทุม,มหาสารคาม,44120,440914,4409,44
หนองไฮ,วาปีปทุม,มหาสารคาม,44120,440911,4409,44
หัวเรือ,วาปีปทุม,มหาสารคาม,44120,440906,4409,44
เสือโก้ก,วาปีปทุม,มหาสารคาม,44120,440903,4409,44
แคน,วาปีปทุม,มหาสารคาม,44120,440907,4409,44
โคกสีทองหลาง,วาปีปทุม,มหาสารคาม,44120,440915,4409,44
โพธิ์ชัย,วาปีปทุม,มหาสารคาม,44120,440905,4409,44
กู่ทอง,เชียงยืน,มหาสารคาม,44160,440506,4405,44
ดอนเงิน,เชียงยืน,มหาสารคาม,44160,440505,4405,44
นาทอง,เชียงยืน,มหาสารคาม,44160,440507,4405,44
หนองซอน,เชียงยืน,มหาสารคาม,44160,440503,4405,44
เชียงยืน,เชียงยืน,มหาสารคาม,44160,440501,4405,44
เสือเฒ่า,เชียงยืน,มหาสารคาม,44160,440508,4405,44
เหล่าบัวบาน,เชียงยืน,มหาสารคาม,44160,440512,4405,44
โพนทอง,เชียงยืน,มหาสารคาม,44160,440511,4405,44
ดอนหว่าน,เมืองมหาสารคาม,มหาสารคาม,44000,440106,4401,44
ตลาด,เมืองมหาสารคาม,มหาสารคาม,44000,440101,4401,44
ท่าตูม,เมืองมหาสารคาม,มหาสารคาม,44000,440103,4401,44
ท่าสองคอน,เมืองมหาสารคาม,มหาสารคาม,44000,440109,4401,44
บัวค้อ,เมืองมหาสารคาม,มหาสารคาม,44000,440114,4401,44
ลาดพัฒนา,เมืองมหาสารคาม,มหาสารคาม,44000,440110,4401,44
หนองปลิง,เมืองมหาสารคาม,มหาสารคาม,44000,440111,4401,44
หนองโน,เมืองมหาสารคาม,มหาสารคาม,44000,440113,4401,44
ห้วยแอ่ง,เมืองมหาสารคาม,มหาสารคาม,44000,440112,4401,44
เกิ้ง,เมืองมหาสารคาม,มหาสารคาม,44000,440107,4401,44
เขวา,เมืองมหาสารคาม,มหาสารคาม,44000,440102,4401,44
แก่งเลิงจาน,เมืองมหาสารคาม,มหาสารคาม,44000,440108,4401,44
แวงน่าง,เมืองมหาสารคาม,มหาสารคาม,44000,440104,4401,44
โคกก่อ,เมืองมหาสารคาม,มหาสารคาม,44000,440105,4401,44
มิตรภาพ,แกดำ,มหาสารคาม,44190,440203,4402,44
วังแสง,แกดำ,มหาสารคาม,44190,440202,4402,44
หนองกุง,แกดำ,มหาสารคาม,44190,440204,4402,44
แกดำ,แกดำ,มหาสารคาม,44190,440201,4402,44
โนนภิบาล,แกดำ,มหาสารคาม,44190,440205,4402,44
ดอนกลาง,โกสุมพิสัย,มหาสารคาม,44140,440317,4403,44
ยางท่าแจ้ง,โกสุมพิสัย,มหาสารคาม,44140,440313,4403,44
ยางน้อย,โกสุมพิสัย,มหาสารคาม,44140,440302,4403,44
วังยาว,โกสุมพิสัย,มหาสารคาม,44140,440303,4403,44
หนองกุงสวรรค์,โกสุมพิสัย,มหาสารคาม,44140,440315,4403,44
หนองบอน,โกสุมพิสัย,มหาสารคาม,44140,440311,4403,44
หนองบัว,โกสุมพิสัย,มหาสารคาม,44140,440308,4403,44
หนองเหล็ก,โกสุมพิสัย,มหาสารคาม,44140,440307,4403,44
หัวขวาง,โกสุมพิสัย,มหาสารคาม,44140,440301,4403,44
เขวาไร่,โกสุมพิสัย,มหาสารคาม,44140,440304,4403,44
เขื่อน,โกสุมพิสัย,มหาสารคาม,44140,440310,4403,44
เลิงใต้,โกสุมพิสัย,มหาสารคาม,44140,440316,4403,44
เหล่า,โกสุมพิสัย,มหาสารคาม,44140,440309,4403,44
แก้งแก,โกสุมพิสัย,มหาสารคาม,44140,440306,4403,44
แพง,โกสุมพิสัย,มหาสารคาม,44140,440305,4403,44
แห่ใต้,โกสุมพิสัย,มหาสารคาม,44140,440314,4403,44
โพนงาม,โกสุมพิสัย,มหาสารคาม,44140,440312,4403,44
คำชะอี,คำชะอี,มุกดาหาร,49110,490504,4905,49
คำบก,คำชะอี,มุกดาหาร,49110,490512,4905,49
น้ำเที่ยง,คำชะอี,มุกดาหาร,49110,490514,4905,49
บ้านค้อ,คำชะอี,มุกดาหาร,49110,490506,4905,49
บ้านซ่ง,คำชะอี,มุกดาหาร,49110,490503,4905,49
บ้านเหล่า,คำชะอี,มุกดาหาร,49110,490507,4905,49
หนองเอี่ยน,คำชะอี,มุกดาหาร,49110,490505,4905,49
เหล่าสร้างถ่อ,คำชะอี,มุกดาหาร,49110,490511,4905,49
โพนงาม,คำชะอี,มุกดาหาร,49110,490508,4905,49
กกตูม,ดงหลวง,มุกดาหาร,49140,490403,4904,49
ชะโนดน้อย,ดงหลวง,มุกดาหาร,49140,490405,4904,49
ดงหลวง,ดงหลวง,มุกดาหาร,49140,490401,4904,49
พังแดง,ดงหลวง,มุกดาหาร,49140,490406,4904,49
หนองบัว,ดงหลวง,มุกดาหาร,49140,490402,4904,49
หนองแคน,ดงหลวง,มุกดาหาร,49140,490404,4904,49
ดอนตาล,ดอนตาล,มุกดาหาร,49120,490301,4903,49
นาสะเม็ง,ดอนตาล,มุกดาหาร,49120,490306,4903,49
บ้านบาก,ดอนตาล,มุกดาหาร,49120,490305,4903,49
บ้านแก้ง,ดอนตาล,มุกดาหาร,49120,490307,4903,49
ป่าไร่,ดอนตาล,มุกดาหาร,49120,490303,4903,49
เหล่าหมี,ดอนตาล,มุกดาหาร,49120,490304,4903,49
โพธิ์ไทร,ดอนตาล,มุกดาหาร,49120,490302,4903,49
กกแดง,นิคมคำสร้อย,มุกดาหาร,49130,490195,4902,49
นากอก,นิคมคำสร้อย,มุกดาหาร,49130,490196,4902,49
นาอุดม,นิคมคำสร้อย,มุกดาหาร,49130,490205,4902,49
นิคมคำสร้อย,นิคมคำสร้อย,มุกดาหาร,49130,490201,4902,49
ร่มเกล้า,นิคมคำสร้อย,มุกดาหาร,49130,490207,4902,49
หนองแวง,นิคมคำสร้อย,มุกดาหาร,49130,490194,4902,49
โชคชัย,นิคมคำสร้อย,มุกดาหาร,49130,490206,4902,49
บ้านเป้า,หนองสูง,มุกดาหาร,49160,490510,4907,49
ภูวง,หนองสูง,มุกดาหาร,49160,490513,4907,49
หนองสูง,หนองสูง,มุกดาหาร,49160,490502,4907,49
หนองสูงเหนือ,หนองสูง,มุกดาหาร,49160,490706,4907,49
หนองสูงใต้,หนองสูง,มุกดาหาร,49160,490501,4907,49
โนนยาง,หนองสูง,มุกดาหาร,49160,490509,4907,49
ชะโนด,หว้านใหญ่,มุกดาหาร,49150,490604,4906,49
ดงหมู,หว้านใหญ่,มุกดาหาร,49150,490605,4906,49
บางทรายน้อย,หว้านใหญ่,มุกดาหาร,49150,490198,4906,49
ป่งขาม,หว้านใหญ่,มุกดาหาร,49150,490602,4906,49
หว้านใหญ่,หว้านใหญ่,มุกดาหาร,49150,490199,4906,49
กุดแข้,เมืองมุกดาหาร,มุกดาหาร,49000,490113,4901,49
คำป่าหลาย,เมืองมุกดาหาร,มุกดาหาร,49000,490109,4901,49
คำอาฮวน,เมืองมุกดาหาร,มุกดาหาร,49000,490110,4901,49
ดงมอน,เมืองมุกดาหาร,มุกดาหาร,49000,490112,4901,49
ดงเย็น,เมืองมุกดาหาร,มุกดาหาร,49000,490111,4901,49
นาสีนวน,เมืองมุกดาหาร,มุกดาหาร,49000,490108,4901,49
นาโสก,เมืองมุกดาหาร,มุกดาหาร,49000,490107,4901,49
บางทรายใหญ่,เมืองมุกดาหาร,มุกดาหาร,49000,490104,4901,49
บ้านโคก,เมืองมุกดาหาร,มุกดาหาร,49000,490103,4901,49
ผึ่งแดด,เมืองมุกดาหาร,มุกดาหาร,49000,490106,4901,49
มุกดาหาร,เมืองมุกดาหาร,มุกดาหาร,49000,490101,4901,49
ศรีบุญเรือง,เมืองมุกดาหาร,มุกดาหาร,49000,490102,4901,49
โพนทราย,เมืองมุกดาหาร,มุกดาหาร,49000,490105,4901,49
กรงปินัง,กรงปินัง,ยะลา,95000,950113,9508,95
ปุโรง,กรงปินัง,ยะลา,95000,950105,9508,95
สะเอะ,กรงปินัง,ยะลา,95000,950107,9508,95
ห้วยกระทิง,กรงปินัง,ยะลา,95000,950117,9508,95
กาบัง,กาบัง,ยะลา,95120,950505,9507,95
บาละ,กาบัง,ยะลา,95120,950509,9507,95
คีรีเขต,ธารโต,ยะลา,95150,950404,9504,95
ธารโต,ธารโต,ยะลา,95150,950399,9504,95
บ้านแหร,ธารโต,ยะลา,95150,950398,9504,95
แม่หวาด,ธารโต,ยะลา,95170,950397,9504,95
ตลิ่งชัน,บันนังสตา,ยะลา,95130,950305,9503,95
ตาเนาะปูเต๊ะ,บันนังสตา,ยะลา,95130,950303,9503,95
ถ้ำทะลุ,บันนังสตา,ยะลา,95130,950304,9503,95
บันนังสตา,บันนังสตา,ยะลา,95130,950301,9503,95
บาเจาะ,บันนังสตา,ยะลา,95130,950302,9503,95
เขื่อนบางลาง,บันนังสตา,ยะลา,95130,950306,9503,95
กาตอง,ยะหา,ยะลา,95120,950508,9505,95
ตาชี,ยะหา,ยะลา,95120,950506,9505,95
บาโงยซิแน,ยะหา,ยะลา,95120,950507,9505,95
บาโร๊ะ,ยะหา,ยะลา,95120,950504,9505,95
ปะแต,ยะหา,ยะลา,95120,950503,9505,95
ยะหา,ยะหา,ยะลา,95120,950501,9505,95
ละแอ,ยะหา,ยะลา,95120,950502,9505,95
กอตอตือร๊ะ,รามัน,ยะลา,95140,950604,9506,95
กายูบอเกาะ,รามัน,ยะลา,95140,950601,9506,95
กาลอ,รามัน,ยะลา,95140,950603,9506,95
กาลูปัง,รามัน,ยะลา,95140,950602,9506,95
จะกว๊ะ,รามัน,ยะลา,95140,950607,9506,95
ตะโล๊ะหะลอ,รามัน,ยะลา,95140,950616,9506,95
ท่าธง,รามัน,ยะลา,95140,950608,9506,95
บาลอ,รามัน,ยะลา,95140,950610,9506,95
บาโงย,รามัน,ยะลา,95140,950611,9506,95
บือมัง,รามัน,ยะลา,95140,950612,9506,95
ยะต๊ะ,รามัน,ยะลา,95140,950613,9506,95
วังพญา,รามัน,ยะลา,95140,950614,9506,95
อาซ่อง,รามัน,ยะลา,95140,950615,9506,95
เกะรอ,รามัน,ยะลา,95140,950606,9506,95
เนินงาม,รามัน,ยะลา,95140,950609,9506,95
โกตาบารู,รามัน,ยะลา,95140,950605,9506,95
ตาเนาะแมเราะ,เบตง,ยะลา,95110,950203,9502,95
ธารน้ำทิพย์,เบตง,ยะลา,95110,950205,9502,95
ยะรม,เบตง,ยะลา,95110,950202,9502,95
อัยเยอร์เวง,เบตง,ยะลา,95110,950204,9502,95
เบตง,เบตง,ยะลา,95110,950201,9502,95
ตาเซะ,เมืองยะลา,ยะลา,95000,950118,9501,95
ท่าสาป,เมืองยะลา,ยะลา,95000,950108,9501,95
บันนังสาเรง,เมืองยะลา,ยะลา,95000,950115,9501,95
บุดี,เมืองยะลา,ยะลา,95000,950102,9501,95
พร่อน,เมืองยะลา,ยะลา,95160,950114,9501,95
ยะลา,เมืองยะลา,ยะลา,95000,950106,9501,95
ยุโป,เมืองยะลา,ยะลา,95000,950103,9501,95
ลำพะยา,เมืองยะลา,ยะลา,95160,950111,9501,95
ลำใหม่,เมืองยะลา,ยะลา,95160,950109,9501,95
ลิดล,เมืองยะลา,ยะลา,95160,950104,9501,95
สะเตง,เมืองยะลา,ยะลา,95000,950101,9501,95
สะเตงนอก,เมืองยะลา,ยะลา,95000,950116,9501,95
หน้าถ้ำ,เมืองยะลา,ยะลา,95000,950110,9501,95
เปาะเส้ง,เมืองยะลา,ยะลา,95000,950112,9501,95
กำแมด,กุดชุม,ยโสธร,35140,350303,3503,35
กุดชุม,กุดชุม,ยโสธร,35140,350301,3503,35
คำน้ำสร้าง,กุดชุม,ยโสธร,35140,350308,3503,35
นาโส่,กุดชุม,ยโสธร,35140,350304,3503,35
หนองหมี,กุดชุม,ยโสธร,35140,350306,3503,35
หนองแหน,กุดชุม,ยโสธร,35140,350309,3503,35
ห้วยแก้ง,กุดชุม,ยโสธร,35140,350305,3503,35
โนนเปือย,กุดชุม,ยโสธร,35140,350302,3503,35
โพนงาม,กุดชุม,ยโสธร,35140,350307,3503,35
กุดกุง,คำเขื่อนแก้ว,ยโสธร,35110,350410,3504,35
กู่จาน,คำเขื่อนแก้ว,ยโสธร,35110,350408,3504,35
ดงเจริญ,คำเขื่อนแก้ว,ยโสธร,35110,350413,3504,35
ดงแคนใหญ่,คำเขื่อนแก้ว,ยโสธร,35180,350407,3504,35
ทุ่งมน,คำเขื่อนแก้ว,ยโสธร,35110,350405,3504,35
นาคำ,คำเขื่อนแก้ว,ยโสธร,35180,350406,3504,35
นาแก,คำเขื่อนแก้ว,ยโสธร,35180,350409,3504,35
ย่อ,คำเขื่อนแก้ว,ยโสธร,35110,350402,3504,35
ลุมพุก,คำเขื่อนแก้ว,ยโสธร,35110,350401,3504,35
สงเปือย,คำเขื่อนแก้ว,ยโสธร,35110,350403,3504,35
เหล่าไฮ,คำเขื่อนแก้ว,ยโสธร,35110,350411,3504,35
แคนน้อย,คำเขื่อนแก้ว,ยโสธร,35180,350412,3504,35
โพนทัน,คำเขื่อนแก้ว,ยโสธร,35110,350404,3504,35
กุดน้ำใส,ค้อวัง,ยโสธร,35160,350698,3507,35
ค้อวัง,ค้อวัง,ยโสธร,35160,350696,3507,35
น้ำอ้อม,ค้อวัง,ยโสธร,35160,350697,3507,35
ฟ้าห่วน,ค้อวัง,ยโสธร,35160,350699,3507,35
ดงมะไฟ,ทรายมูล,ยโสธร,35170,350197,3502,35
ดู่ลาด,ทรายมูล,ยโสธร,35170,350202,3502,35
ทรายมูล,ทรายมูล,ยโสธร,35170,350199,3502,35
นาเวียง,ทรายมูล,ยโสธร,35170,350196,3502,35
ไผ่,ทรายมูล,ยโสธร,35170,350205,3502,35
กระจาย,ป่าติ้ว,ยโสธร,35150,350502,3505,35
ศรีฐาน,ป่าติ้ว,ยโสธร,35150,350505,3505,35
เชียงเพ็ง,ป่าติ้ว,ยโสธร,35150,350504,3505,35
โคกนาโก,ป่าติ้ว,ยโสธร,35150,350503,3505,35
โพธิ์ไทร,ป่าติ้ว,ยโสธร,35150,350501,3505,35
คูเมือง,มหาชนะชัย,ยโสธร,35130,350603,3506,35
บากเรือ,มหาชนะชัย,ยโสธร,35130,350605,3506,35
บึงแก,มหาชนะชัย,ยโสธร,35130,350608,3506,35
ผือฮี,มหาชนะชัย,ยโสธร,35130,350604,3506,35
พระเสาร์,มหาชนะชัย,ยโสธร,35130,350609,3506,35
ฟ้าหยาด,มหาชนะชัย,ยโสธร,35130,350601,3506,35
ม่วง,มหาชนะชัย,ยโสธร,35130,350606,3506,35
สงยาง,มหาชนะชัย,ยโสธร,35130,350610,3506,35
หัวเมือง,มหาชนะชัย,ยโสธร,35130,350602,3506,35
โนนทราย,มหาชนะชัย,ยโสธร,35130,350607,3506,35
ขั้นไดใหญ่,เมืองยโสธร,ยโสธร,35000,350108,3501,35
ขุมเงิน,เมืองยโสธร,ยโสธร,35000,350115,3501,35
ค้อเหนือ,เมืองยโสธร,ยโสธร,35000,350105,3501,35
ดู่ทุ่ง,เมืองยโสธร,ยโสธร,35000,350106,3501,35
ตาดทอง,เมืองยโสธร,ยโสธร,35000,350103,3501,35
ทุ่งนางโอก,เมืองยโสธร,ยโสธร,35000,350116,3501,35
ทุ่งแต้,เมืองยโสธร,ยโสธร,35000,350109,3501,35
นาสะไมย์,เมืองยโสธร,ยโสธร,35000,350111,3501,35
น้ำคำใหญ่,เมืองยโสธร,ยโสธร,35000,350102,3501,35
สำราญ,เมืองยโสธร,ยโสธร,35000,350104,3501,35
สิงห์,เมืองยโสธร,ยโสธร,35000,350110,3501,35
หนองคู,เมืองยโสธร,ยโสธร,35000,350114,3501,35
หนองหิน,เมืองยโสธร,ยโสธร,35000,350113,3501,35
หนองเป็ด,เมืองยโสธร,ยโสธร,35000,350118,3501,35
หนองเรือ,เมืองยโสธร,ยโสธร,35000,350117,3501,35
เขื่องคำ,เมืองยโสธร,ยโสธร,35000,350112,3501,35
เดิด,เมืองยโสธร,ยโสธร,35000,350107,3501,35
ในเมือง,เมืองยโสธร,ยโสธร,35000,350101,3501,35
กุดเชียงหมี,เลิงนกทา,ยโสธร,35120,350807,3508,35
กุดแห่,เลิงนกทา,ยโสธร,35120,350811,3508,35
บุ่งค้า,เลิงนกทา,ยโสธร,35120,350802,3508,35
ศรีแก้ว,เลิงนกทา,ยโสธร,35120,350814,3508,35
สร้างมิ่ง,เลิงนกทา,ยโสธร,35120,350813,3508,35
สวาท,เลิงนกทา,ยโสธร,35120,350803,3508,35
สามัคคี,เลิงนกทา,ยโสธร,35120,350806,3508,35
สามแยก,เลิงนกทา,ยโสธร,35120,350810,3508,35
ห้องแซง,เลิงนกทา,ยโสธร,35120,350805,3508,35
โคกสำราญ,เลิงนกทา,ยโสธร,35120,350812,3508,35
คำเตย,ไทยเจริญ,ยโสธร,35120,350808,3509,35
คำไผ่,ไทยเจริญ,ยโสธร,35120,350809,3509,35
น้ำคำ,ไทยเจริญ,ยโสธร,35120,350801,3509,35
ส้มผ่อ,ไทยเจริญ,ยโสธร,35120,350804,3509,35
ไทยเจริญ,ไทยเจริญ,ยโสธร,35120,350815,3509,35
จ.ป.ร.,กระบุรี,ระนอง,85110,850406,8504,85
น้ำจืด,กระบุรี,ระนอง,85110,850401,8504,85
น้ำจืดน้อย,กระบุรี,ระนอง,85110,850402,8504,85
บางใหญ่,กระบุรี,ระนอง,85110,850407,8504,85
ปากจั่น,กระบุรี,ระนอง,85110,850404,8504,85
มะมุ,กระบุรี,ระนอง,85110,850403,8504,85
ลำเลียง,กระบุรี,ระนอง,85110,850405,8504,85
กะเปอร์,กะเปอร์,ระนอง,85120,850302,8503,85
